圈定车系名称,车型名称,厂商指导价,经销商名称,_merge
发现运动版新能源,2024款P300e插电式电动混合型,40.98,通州捷豹路虎旗舰店,left_only
发现运动版新能源,2024款P300e插电式电动混合型,40.98,18年兰德陆华皇冠店,left_only
发现运动版新能源,2024款P300e插电式电动混合型,40.98,北京燕英捷捷豹路虎金港赛道旗舰体验中心,left_only
发现运动版新能源,2024款P300e插电式电动混合型,40.98,北京长久世达,left_only
发现运动版新能源,2024款P300e插电式电动混合型,40.98,长久世捷西四环5S中心,both
奔驰EQB,2023款EQB260,35.2,北京博瑞祥驰,both
奔驰EQB,2023款EQB260,35.2,北京波士通达奔驰,left_only
奔驰EQB,2023款EQB260,35.2,北京波士畅达奔驰,left_only
奔驰EQB,2023款EQB260,35.2,百得利之星奔驰,both
奔驰EQB,2023款EQB260,35.2,北京波士顺达,left_only
奔驰EQB,2023款EQB260,35.2,北京波士瑞达,left_only
奔驰EQB,2023款EQB260,35.2,北京星徽福瑞汽车销售服务有限公司,left_only
奔驰EQB,2023款EQB260,35.2,北京中升之星奔驰,both
奔驰EQB,2023款EQB260,35.2,北京鹏龙大道奔驰,both
奔驰EQB,2023款EQB3504MATIC,42.8,北京博瑞祥驰,both
奔驰EQB,2023款EQB3504MATIC,42.8,北京波士通达奔驰,left_only
奔驰EQB,2023款EQB3504MATIC,42.8,北京波士畅达奔驰,left_only
奔驰EQB,2023款EQB3504MATIC,42.8,百得利之星奔驰,both
奔驰EQB,2023款EQB3504MATIC,42.8,北京波士顺达,left_only
奔驰EQB,2023款EQB3504MATIC,42.8,北京波士瑞达,left_only
奔驰EQB,2023款EQB3504MATIC,42.8,北京星徽福瑞汽车销售服务有限公司,left_only
奔驰EQB,2023款EQB3504MATIC,42.8,北京中升之星奔驰,both
奔驰EQB,2023款EQB3504MATIC,42.8,北京鹏龙大道奔驰,both
宝马i3,2023款eDrive35L,35.39,北京晨德宝 宝马领创中心,left_only
宝马i3,2023款eDrive35L,35.39,北京中升宝辉奥森店,left_only
宝马i3,2023款eDrive35L,35.39,北京骏宝行宝马,left_only
宝马i3,2023款eDrive35L,35.39,北京盈之宝,left_only
宝马i3,2023款eDrive35L,35.39,北京运通兴宝,left_only
宝马i3,2023款eDrive35L,35.39,北京博瑞宝宝马永定门店,left_only
宝马i3,2023款eDrive35L,35.39,北京燕德宝汽车销售有限公司,left_only
宝马i3,2023款eDrive35L,35.39,北京中升宝晋未来科学城店,left_only
宝马i3,2023款eDrive35L,35.39,北京运通晟宝 亦庄新城店,left_only
宝马i3,2023款eDrive35L,35.39,北京万宝航宝马中心,left_only
宝马i3,2023款eDrive35L,35.39,北京易至宝汽车销售服务有限公司,left_only
宝马i3,2023款eDrive35L,35.39,北京华德宝宝马四惠店,left_only
宝马i3,2023款eDrive35L,35.39,北京昌德宝,left_only
宝马i3,2023款eDrive35L,35.39,北京运通嘉宝顺义西站店,left_only
宝马i3,2023款eDrive35L,35.39,宝信行宝马,left_only
宝马i3,2023款eDrive35L,35.39,北京博得宝宝马德胜门店,left_only
宝马i3,2023款eDrive35L,35.39,北京宝诚百旺,left_only
宝马i3,2023款eDrive35L,35.39,北京汇宝行,left_only
宝马i3,2023款eDrive35L,35.39,北京美宝行顺义城区店,left_only
宝马i3,2023款eDrive35L,35.39,北京京宝行,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京晨德宝 宝马领创中心,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京晨德宝 宝马领创中心,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京中升宝辉奥森店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京中升宝辉奥森店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京骏宝行宝马,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京骏宝行宝马,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京盈之宝,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京盈之宝,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京运通兴宝,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京运通兴宝,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京博瑞宝宝马永定门店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京博瑞宝宝马永定门店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京燕德宝汽车销售有限公司,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京燕德宝汽车销售有限公司,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京中升宝晋未来科学城店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京中升宝晋未来科学城店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京运通晟宝 亦庄新城店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京运通晟宝 亦庄新城店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京万宝航宝马中心,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京万宝航宝马中心,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京易至宝汽车销售服务有限公司,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京易至宝汽车销售服务有限公司,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京华德宝宝马四惠店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京华德宝宝马四惠店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京昌德宝,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京运通嘉宝顺义西站店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京运通嘉宝顺义西站店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,宝信行宝马,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,宝信行宝马,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京博得宝宝马德胜门店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京博得宝宝马德胜门店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京宝诚百旺,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京宝诚百旺,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京汇宝行,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京汇宝行,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京美宝行顺义城区店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京美宝行顺义城区店,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京京宝行,left_only
宝马i3,2023款eDrive40L曜夜套装,38.39,北京京宝行,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京晨德宝 宝马领创中心,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京晨德宝 宝马领创中心,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京中升宝辉奥森店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京中升宝辉奥森店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京骏宝行宝马,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京骏宝行宝马,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京盈之宝,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京盈之宝,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京运通兴宝,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京运通兴宝,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京博瑞宝宝马永定门店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京博瑞宝宝马永定门店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京燕德宝汽车销售有限公司,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京燕德宝汽车销售有限公司,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京中升宝晋未来科学城店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京中升宝晋未来科学城店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京运通晟宝 亦庄新城店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京运通晟宝 亦庄新城店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京万宝航宝马中心,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京万宝航宝马中心,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京易至宝汽车销售服务有限公司,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京易至宝汽车销售服务有限公司,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京华德宝宝马四惠店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京华德宝宝马四惠店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京昌德宝,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京运通嘉宝顺义西站店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京运通嘉宝顺义西站店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,宝信行宝马,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,宝信行宝马,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京博得宝宝马德胜门店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京博得宝宝马德胜门店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京宝诚百旺,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京宝诚百旺,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京汇宝行,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京汇宝行,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京美宝行顺义城区店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京美宝行顺义城区店,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京京宝行,left_only
宝马i3,2023款eDrive40L曜夜运动套装,41.39,北京京宝行,left_only
宝马i3,2022款eDrive35L,35.39,北京晨德宝 宝马领创中心,left_only
宝马i3,2022款eDrive35L,35.39,北京中升宝辉奥森店,left_only
宝马i3,2022款eDrive35L,35.39,北京盈之宝,left_only
宝马i3,2022款eDrive35L,35.39,北京运通兴宝,left_only
宝马i3,2022款eDrive35L,35.39,北京博瑞宝宝马永定门店,left_only
宝马i3,2022款eDrive35L,35.39,北京燕德宝汽车销售有限公司,left_only
宝马i3,2022款eDrive35L,35.39,北京中升宝晋未来科学城店,left_only
宝马i3,2022款eDrive35L,35.39,北京运通晟宝 亦庄新城店,left_only
宝马i3,2022款eDrive35L,35.39,北京万宝航宝马中心,left_only
宝马i3,2022款eDrive35L,35.39,北京易至宝汽车销售服务有限公司,left_only
宝马i3,2022款eDrive35L,35.39,北京华德宝宝马四惠店,left_only
宝马i3,2022款eDrive35L,35.39,北京运通嘉宝顺义西站店,left_only
宝马i3,2022款eDrive35L,35.39,宝信行宝马,left_only
宝马i3,2022款eDrive35L,35.39,北京博得宝宝马德胜门店,left_only
宝马i3,2022款eDrive35L,35.39,北京宝诚百旺,left_only
宝马i3,2022款eDrive35L,35.39,北京汇宝行,left_only
宝马i3,2022款eDrive35L,35.39,北京美宝行顺义城区店,left_only
宝马i3,2022款eDrive35L,35.39,北京京宝行,left_only
宝马iX3,2024款领先型新上市,40.5,北京晨德宝 宝马领创中心,left_only
宝马iX3,2024款领先型新上市,40.5,北京中升宝辉奥森店,left_only
宝马iX3,2024款领先型新上市,40.5,北京骏宝行宝马,left_only
宝马iX3,2024款领先型新上市,40.5,北京盈之宝,left_only
宝马iX3,2024款领先型新上市,40.5,北京运通兴宝,left_only
宝马iX3,2024款领先型新上市,40.5,北京博瑞宝宝马永定门店,left_only
宝马iX3,2024款领先型新上市,40.5,北京燕德宝汽车销售有限公司,left_only
宝马iX3,2024款领先型新上市,40.5,北京中升宝晋未来科学城店,left_only
宝马iX3,2024款领先型新上市,40.5,北京运通晟宝 亦庄新城店,left_only
宝马iX3,2024款领先型新上市,40.5,北京万宝航宝马中心,left_only
宝马iX3,2024款领先型新上市,40.5,北京易至宝汽车销售服务有限公司,left_only
宝马iX3,2024款领先型新上市,40.5,北京华德宝宝马四惠店,left_only
宝马iX3,2024款领先型新上市,40.5,北京昌德宝,left_only
宝马iX3,2024款领先型新上市,40.5,北京运通嘉宝顺义西站店,left_only
宝马iX3,2024款领先型新上市,40.5,宝信行宝马,left_only
宝马iX3,2024款领先型新上市,40.5,北京博得宝宝马德胜门店,left_only
宝马iX3,2024款领先型新上市,40.5,北京宝诚百旺,left_only
宝马iX3,2024款领先型新上市,40.5,北京汇宝行,left_only
宝马iX3,2024款领先型新上市,40.5,北京美宝行顺义城区店,left_only
宝马iX3,2024款领先型新上市,40.5,北京京宝行,left_only
宝马iX3,2024款创领型新上市,44.5,北京晨德宝 宝马领创中心,left_only
宝马iX3,2024款创领型新上市,44.5,北京中升宝辉奥森店,left_only
宝马iX3,2024款创领型新上市,44.5,北京骏宝行宝马,left_only
宝马iX3,2024款创领型新上市,44.5,北京盈之宝,left_only
宝马iX3,2024款创领型新上市,44.5,北京运通兴宝,left_only
宝马iX3,2024款创领型新上市,44.5,北京博瑞宝宝马永定门店,left_only
宝马iX3,2024款创领型新上市,44.5,北京燕德宝汽车销售有限公司,left_only
宝马iX3,2024款创领型新上市,44.5,北京中升宝晋未来科学城店,left_only
宝马iX3,2024款创领型新上市,44.5,北京运通晟宝 亦庄新城店,left_only
宝马iX3,2024款创领型新上市,44.5,北京万宝航宝马中心,left_only
宝马iX3,2024款创领型新上市,44.5,北京易至宝汽车销售服务有限公司,left_only
宝马iX3,2024款创领型新上市,44.5,北京华德宝宝马四惠店,left_only
宝马iX3,2024款创领型新上市,44.5,北京昌德宝,left_only
宝马iX3,2024款创领型新上市,44.5,北京运通嘉宝顺义西站店,left_only
宝马iX3,2024款创领型新上市,44.5,宝信行宝马,left_only
宝马iX3,2024款创领型新上市,44.5,北京博得宝宝马德胜门店,left_only
宝马iX3,2024款创领型新上市,44.5,北京宝诚百旺,left_only
宝马iX3,2024款创领型新上市,44.5,北京汇宝行,left_only
宝马iX3,2024款创领型新上市,44.5,北京美宝行顺义城区店,left_only
宝马iX3,2024款创领型新上市,44.5,北京京宝行,left_only
宝马iX3,2023款领先型,40.5,北京晨德宝 宝马领创中心,left_only
宝马iX3,2023款领先型,40.5,北京中升宝辉奥森店,both
宝马iX3,2023款领先型,40.5,北京骏宝行宝马,left_only
宝马iX3,2023款领先型,40.5,北京盈之宝,left_only
宝马iX3,2023款领先型,40.5,北京运通兴宝,left_only
宝马iX3,2023款领先型,40.5,北京博瑞宝宝马永定门店,both
宝马iX3,2023款领先型,40.5,北京燕德宝汽车销售有限公司,left_only
宝马iX3,2023款领先型,40.5,北京中升宝晋未来科学城店,both
宝马iX3,2023款领先型,40.5,北京运通晟宝 亦庄新城店,both
宝马iX3,2023款领先型,40.5,北京万宝航宝马中心,left_only
宝马iX3,2023款领先型,40.5,北京易至宝汽车销售服务有限公司,left_only
宝马iX3,2023款领先型,40.5,北京华德宝宝马四惠店,both
宝马iX3,2023款领先型,40.5,北京昌德宝,left_only
宝马iX3,2023款领先型,40.5,北京运通嘉宝顺义西站店,left_only
宝马iX3,2023款领先型,40.5,宝信行宝马,left_only
宝马iX3,2023款领先型,40.5,北京博得宝宝马德胜门店,both
宝马iX3,2023款领先型,40.5,北京宝诚百旺,both
宝马iX3,2023款领先型,40.5,北京汇宝行,left_only
宝马iX3,2023款领先型,40.5,北京美宝行顺义城区店,both
宝马iX3,2023款领先型,40.5,北京京宝行,both
宝马iX3,2023款创领型,44.5,北京晨德宝 宝马领创中心,left_only
宝马iX3,2023款创领型,44.5,北京中升宝辉奥森店,both
宝马iX3,2023款创领型,44.5,北京骏宝行宝马,left_only
宝马iX3,2023款创领型,44.5,北京盈之宝,left_only
宝马iX3,2023款创领型,44.5,北京运通兴宝,left_only
宝马iX3,2023款创领型,44.5,北京博瑞宝宝马永定门店,both
宝马iX3,2023款创领型,44.5,北京燕德宝汽车销售有限公司,left_only
宝马iX3,2023款创领型,44.5,北京中升宝晋未来科学城店,both
宝马iX3,2023款创领型,44.5,北京运通晟宝 亦庄新城店,both
宝马iX3,2023款创领型,44.5,北京万宝航宝马中心,left_only
宝马iX3,2023款创领型,44.5,北京易至宝汽车销售服务有限公司,left_only
宝马iX3,2023款创领型,44.5,北京华德宝宝马四惠店,both
宝马iX3,2023款创领型,44.5,北京昌德宝,left_only
宝马iX3,2023款创领型,44.5,北京运通嘉宝顺义西站店,left_only
宝马iX3,2023款创领型,44.5,宝信行宝马,left_only
宝马iX3,2023款创领型,44.5,北京博得宝宝马德胜门店,both
宝马iX3,2023款创领型,44.5,北京宝诚百旺,both
宝马iX3,2023款创领型,44.5,北京汇宝行,left_only
宝马iX3,2023款创领型,44.5,北京美宝行顺义城区店,both
宝马iX3,2023款创领型,44.5,北京京宝行,both
奔驰EQC,2022款EQC3504MATIC,49.19,北京博瑞祥驰,both
奔驰EQC,2022款EQC3504MATIC,49.19,北京波士畅达奔驰,left_only
奔驰EQC,2022款EQC3504MATIC,49.19,百得利之星奔驰,both
奔驰EQC,2022款EQC3504MATIC,49.19,北京波士顺达,left_only
奔驰EQC,2022款EQC3504MATIC,49.19,北京波士瑞达,left_only
